#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene18362	LRRC6	1
gene20167	UBAC1	1
gene8850	MGC2889	2
gene37674	NTSR1	1
gene37387	WISP2	1
gene20549	C10orf115	2
gene17856	RDH10	1
gene5724	LOC101929356	2
gene36730	ZNF446	1
gene39737	RGN	1
gene15320	TRGC2	4
gene14311	RPS5P1	1
gene35835	CCDC97	1
gene651	FGR	1
gene25407	MSRB3	1
gene21476	COX15	1
gene39638	XK	1
gene33865	LOC101929725	1
gene19261	GDA	1
gene37646	LOC100506470	2
gene40039	HEPH	1
gene815	THRAP3	1
gene28440	AK7	1
gene9075	LYAR	1
gene16370	ING3	1
gene17334	PHYHIP	1
gene38381	CCT8L2	1
gene24389	COPS7A	1
gene32293	gene32293	3
gene9542	LOC101927145	2
gene15465	TNS3	1
gene36242	SNAR-A6	2
gene42177	TRBV21-1_variant1	4
gene16716	TRBV21-1_variant2	4
gene10115	C4orf3	1
gene1189	SSBP3-AS1	2
gene39138	RRP7A	1
gene25940	MED13L	1
gene9740	MRPL1	1
gene9151	USP17L15	1
gene13986	gene13986	3
gene29905	SNX33	1
gene25578	LOC102724721	2
gene20987	LOC101928913	2
gene20098	RPL7A	1
gene27760	CTAGE5	1
gene14902	TMEM184A	1
gene40694	SLC25A14	1
gene39742	UBA1	1
gene35730	ECH1	1
gene20331	LOC101927946	2
gene31351	CCL22	1
gene24908	LOC102723757	2
gene4128	GEN1	1
gene40216	LPAR4	1
gene7043	GADL1	1
gene31269	LINC00919	2
gene40056	EFNB1	1
gene30855	PRKCB	1
gene21295	LIPN	1
gene10592	LOC102723766	2
gene8991	LOC100129917	2
gene1426	LOC646555	1
gene31041	VKORC1	1
gene43080	ELANE_variant1	1
gene34595	ELANE_variant2	1
gene4935	LOC102724642	1
gene859	GJA9-MYCBP	2
gene9608	UGT2B7	1
gene33874	FOXK2	1
gene6431	FEV	1
gene35525	PDCD5	1
gene8832	CLDN16	1
gene1237	FGGY	1
gene20367	RBM17	1
gene12136	LOC644762	1
gene4921	RNF103-CHMP3	1
gene21909	SCGB1C1	1
gene2545	CD1A	1
gene27880	MIR5580	2
gene25967	SRRM4	1
gene25409	gene25409	3
gene4178	LOC102723401	2
gene38937	LOC100131536	1
gene12763	LOC101928433	2
gene42774	LOC727751	1
gene9022	WHSC1	1
gene22439	ANO5	1
gene7711	LOC101927494	2
gene30007	STARD5	1
gene1286	gene1286	3
gene43818	KRTAP5-2_variant1	1
gene42365	KRTAP5-2_variant2	1
gene21978	KRTAP5-2_variant3	1
gene26596	DNAJC15	1
gene4347	FAM98A	1
gene35542	TRNAT4	3
gene25350	LOC101060021	1
gene39222	PKDREJ	1
gene89	SSU72	1
gene39417	TLR8-AS1	2
gene4131	NT5C1B-RDH14	1
gene9131	GPR78	1
gene13807	GSTA2	1
gene25168	SMUG1	1
gene21306	MIR4679-1	2
gene19191	ANKRD20A3	1
gene26532	UFM1	1
gene17576	AP3M2	1
gene3986	gene3986	3
gene24291	FBXL14	1
gene8499	KRT18P34	1
gene4121	LOC101928297	1
gene36474	MIR517C	2
gene26224	LOC101060145	1
gene18925	RPS29P17	1
gene8670	LOC101929571	1
gene31769	FBXO31	1
gene25469	FRS2	1
gene24853	C12orf40	1
gene20807	AGAP7	1
gene20231	C9orf139	1
gene20260	NRARP	1
gene24617	HTR7P1	1
gene5191	KIAA1211L	1
gene25502	ATXN7L3B	1
gene22682	OR4A47	1
gene21425	LCOR	1
gene26478	N4BP2L2	1
gene39342	LOC101928092	2
gene2230	MIR4257	2
gene11922	MZB1	1
gene7279	PRSS45	1
gene9914	ADH5	1
gene12145	SLC6A7	1
gene17376	gene17376	3
gene32142	SHBG	1
gene10452	NACA3P	1
gene22981	OOSP1	3
gene30964	CDIPT	1
gene14190	PREP	1
gene34024	CHMP1B	1
gene29282	CSNK1A1P1	1
gene23302	SYT12	1
gene27556	MYH6	1
gene26717	SERPINE3	1
gene30871	LCMT1	1
gene5401	FOXD4L1	1
gene33188	LOC101927122	2
gene1336	SRSF11	1
gene31798	RNF166	1
gene13844	HCRTR2	1
gene40868	SPANXA2	1
gene9356	TMEM156	1
gene18303	RNF139-AS1	2
gene40879	SPANXN4	1
gene23112	RPL29P22	1
gene42798	LINC00254_variant1	2
gene30439	LINC00254_variant2	2
gene4693	GKN1	1
gene12944	TRNAM16_variant1	3
gene12955	TRNAM16_variant2	3
gene33113	C1QL1	1
gene26529	LOC101929077	2
gene40847	ATP11C	1
gene28960	LOC102724835	2
gene34149	gene34149	3
gene7224	ZNF35	1
gene37024	XRN2	1
gene23009	CD6	1
gene36680	ZSCAN4	1
gene8507	RSRC1	1
gene33593	COG1	1
gene32996	PTRF	1
gene25778	CHST11	1
gene6996	THRB	1
gene39624	RPS15AP40	1
gene44310	RNF39_variant1	1
gene44756	RNF39_variant2	1
gene45405	RNF39_variant3	1
gene41977	RNF39_variant4	1
gene43592	RNF39_variant5	1
gene13259	RNF39_variant6	1
gene45074	RNF39_variant7	1
gene45772	RNF39_variant8	1
gene32663	PSMD11	1
gene26219	ANHX	1
gene3575	CDC42BPA	1
gene3780	LOC102724174	2
gene18857	PTENP1	1
gene16610	LUC7L2	1
gene37795	LOC102723360	1
gene5124	UBTFL3	1
gene35287	LSM4	1
gene30775	LOC102724257	1
gene8052	MYLK-AS1	2
gene8338	ATR	1
gene6850	BRK1	1
gene39478	MIR4768	2
gene12765	STMND1	1
gene2554	OR10K1	1
gene39721	LINC01186	2
gene25685	CDK17	1
gene36139	RASIP1	1
gene1609	DPYD	1
gene17509	RPL26P25	1
gene34704	DOHH	1
gene19541	LOC100507346	2
gene376	CROCCP3	1
gene36271	GPR32P1	1
gene25309	LOC102724160	2
gene10794	LOC389273	3
gene23305	KDM2A	1
gene33408	USP32	1
gene19725	MIR3927	2
gene25920	MIR6762	2
gene24504	OVOS	1
gene23143	FERMT3	1
gene3671	AGT	1
gene7126	SLC22A14	1
gene34087	LOC101927717	1
gene29826	LOC646670	1
gene16143	PILRA	1
gene31992	C17orf85	1
gene2415	CHRNB2	1
gene7324	COL7A1	1
gene32356	LRRC48	1
gene16992	MNX1-AS1	2
gene19680	LOC102724761	2
gene30860	FLJ45256	3
gene21032	gene21032	3
gene1020	MUTYH	1
gene38720	ZNF70	1
gene38301	LINC00162	2
gene10598	CENPU	1
gene3444	GPATCH2	1
gene9842	LOC102723404	2
gene35954	ZNF227	1
gene39178	TRNAU2	3
gene36983	LINC00851	2
gene30354	LOC100996484	1
gene6831	RPUSD3	1
gene7457	LOC101929054	2
gene17489	MAK16	1
gene26925	SPRY2	1
gene27885	GMFB	1
gene15332	TRGVA	4
gene6941	MIR563	2
gene42357	CDHR5_variant1	1
gene21941	CDHR5_variant2	1
gene24459	FAM86FP	1
gene26227	SETD8P1	1
gene22285	LOC101927955	1
gene4635	LOC101927402	1
gene21008	PBLD	1
gene9323	gene9323	3
gene35624	ETV2	1
gene25345	gene25345	3
gene35988	PPP1R37	1
gene33783	MIR1268B	2
gene38169	LCA5L	1
gene12555	MIR4638	2
gene11457	TMEM161B-AS1	2
gene17885	ZFHX4-AS1	2
gene29109	ATP10A	1
gene19769	FAM225B	2
gene25525	RPL21P98	1
gene3035	NMNAT2	1
gene19085	LOC102724818	2
gene1309	IL23R	1
gene35288	LOC102724342	1
gene16482	NRF1	1
gene17749	UG0898H09	2
gene30859	RBBP6	1
gene20046	PRDM12	1
gene17683	SBF1P1	1
gene10195	JADE1	1
gene15168	SKAP2	1
gene14745	TAGAP	1
gene40934	IDS	1
gene38416	gene38416	3
gene30965	CDIPT-AS1	2
gene24343	DYRK4	1
gene39001	MICALL1	1
gene36276	SNORD88A	2
gene27420	TRAV8-7	4
gene20912	LOC102724719	2
gene1030	GPBP1L1	1
gene33658	MIR6785	2
gene33182	TBX21	1
gene23816	CASP5	1
gene18326	PCAT1	2
gene12741	RNF182	1
gene41111	MIR1184-3	2
gene37251	C20orf173	1
gene19461	RPL21P82	1
gene35176	BRD4	1
gene33391	VMP1	1
gene28535	MIR379	2
gene31357	DOK4	1
gene1368	RPL29P5	1
gene33694	ATF4P3	1
gene28903	GOLGA8CP	1
gene19765	SLC46A2	1
gene33584	SOX9	1
gene26644	KIAA0226L	1
gene37949	GPX1P2	1
gene23201	FAU	1
gene9744	HNRNPA1P56	1
gene9773	gene9773	3
gene11254	SMA5	1
gene4209	DTNB	1
gene9267	KCNIP4-IT1	2
gene36387	ZNF137P	1
gene24098	LOC101929289	2
gene34701	CELF5	1
gene15703	MIR6839	2
gene41349	CDY2A	1
gene17676	LOC100129098	1
gene35089	RPS6P25	1
gene26181	EP400NL	1
gene15308	ELMO1-AS1	2
gene14486	TCF21	1
gene39406	AMELX	1
gene28199	DLST	1
gene21557	C10orf32-ASMT	2
gene30608	SEPT12	1
gene25977	LOC102723723	2
gene17665	RGS20	1
gene14552	LOC100507462	1
gene9558	gene9558	3
gene16318	NPM1P14	1
gene36670	ZNF419	1
gene42100	UPK3B_variant1	1
gene15887	UPK3B_variant2	1
gene31610	LOC440386	3
gene173	KLHL21	1
gene17877	PI15	1
gene6217	SNORD11	2
gene4480	C2orf61	1
gene113	RER1	1
gene18776	ELAVL2	1
gene35220	KLF2	1
gene1278	gene1278	3
gene39820	TFE3	1
gene41628	LOC729369	1
gene20631	MIR7162	2
gene12788	RPL5P20	1
gene41590	LOC100996375	1
gene32115	TMEM256-PLSCR3	2
gene33166	LOC101927060	2
gene42356	IRF7_variant1	1
gene21940	IRF7_variant2	1
gene8098	ALDH1L1-AS1	2
gene11031	LOC153684	2
gene14354	LOC285762	2
gene18388	gene18388	3
gene36462	MIR519D	2
gene22009	ASCL2	1
gene19502	FAM120A	1
gene20100	SNORD36B	2
gene28588	LINC00239	2
gene8750	THPO	1
gene9930	LAMTOR3	1
gene12887	HIST1H3E	1
gene18659	TYRP1	1
gene4621	LOC388955	1
gene30682	TNFRSF17	1
gene40597	LOC101928941	1
gene9472	SNORA26	2
gene9852	RPL31P24	1
gene28031	RAB15	1
gene13897	RPL9P18	1
gene38405	CECR5	1
gene1928	PHGDH	1
gene26292	XPO4	1
gene4689	ARHGAP25	1
gene41629	LOC101930319	1
gene33502	MIR6080	2
gene40646	XIAP	1
gene30811	LOC100271836	1
gene24295	LOC102723599	2
gene21512	TLX1	1
gene30509	PRSS30P	1
gene1375	SNORD45B	2
gene41873	BDP1_variant1	1
gene43436	BDP1_variant2	1
gene11276	BDP1_variant3	1
gene21694	VAX1	1
gene22519	RPS24P15	1
gene33891	LOC100505909	2
gene16516	MKLN1	1
gene25572	TSPAN19	1
gene961	MIR6734	2
gene21070	SLC29A3	1
gene3440	USH2A	1
gene334	LOC101927441	2
gene42227	LOC102723691_variant1	2
gene17030	LOC102723691_variant2	2
gene39033	APOBEC3A	1
gene36341	MIRLET7E	2
gene17704	IMPAD1	1
gene24530	OLR1	1
gene30970	TAOK2	1
gene30524	HCFC1R1	1
gene21892	LOC102723449	1
gene8801	LOC102723861	1
gene26194	LRCOL1	1
gene6939	MIR3134	2
gene4403	MAP4K3	1
gene29429	ACTBP7	1
gene11252	GTF2H2B	1
gene2761	LOC440700	1
gene27665	GPR33	1
gene27105	METTL21EP	1
gene12019	PCDHGA5	1
gene40427	H2BFWT	1
gene22640	C11orf49	1
gene36594	ZNF524	1
gene13587	BTBD9	1
gene2631	NCSTN	1
gene26358	PARP4	1
gene15143	NPY	1
gene40173	SLC16A2	1
gene33254	SLC35B1	1
gene24542	LOC255308	1
gene16653	PRSS37	1
gene24073	SC5D	1
gene29067	SNORD115-9	2
gene7910	MIR567	2
gene5242	SLC9A2	1
gene2170	LOC653513	1
gene2041	FAM72D	1
gene18128	FLJ42969	2
gene17513	LOC100507420	2
gene6070	MIR1245B	2
gene22660	FAM180B	1
gene19687	TAL2	1
gene38804	TTC28-AS1	2
gene32979	ACLY	1
gene28299	LOC102724338	2
gene20528	DNAJC1	1
gene35191	CYP4F12	1
gene14782	gene14782	3
gene13535	FKBP5	1
gene5375	CHCHD5	1
gene4631	MIR4433B	2
gene31265	LOC102723323	2
gene23247	CCDC85B	1
gene32785	LOC102723608	2
gene27652	STRN3	1
gene7187	LOC101928323	2
gene29529	TMOD2	1
gene24351	LOC102723667	2
gene30842	SCNN1B	1
gene7426	VPRBP	1
gene37708	PPDPF	1
gene872	PPIEL	1
gene40589	RPL39	1
gene37765	LOC102724310	1
gene9863	HERC3	1
gene35466	ZNF681	1
gene22195	FAM160A2	1
gene27330	EDDM3DP	1
gene32249	LOC101928350	2
gene13731	CLIC5	1
gene7860	LINC00882	2
gene27562	ZFHX2	1
gene4816	LOC102724497	2
gene36529	LOC101929818	1
gene9984	NPNT	1
gene35317	MEF2B	1
gene13565	RAB44	1
gene5449	PTPN4	1
gene39177	LOC102723940	2
gene23093	STX5	1
gene18928	CD72	1
gene21953	PANO	1
gene35926	XRCC1	1
gene13703	VEGFA	1
gene13934	LYPLA1P3	1
gene12531	TRNAV2	3
gene7140	CSRNP1	1
gene44250	MAS1L_variant1	1
gene43532	MAS1L_variant2	1
gene44696	MAS1L_variant3	1
gene45720	MAS1L_variant4	1
gene45345	MAS1L_variant5	1
gene41929	MAS1L_variant6	1
gene13198	MAS1L_variant7	1
gene45019	MAS1L_variant8	1
gene31409	CDH11	1
gene33924	NDC80	1
gene33065	C17orf105	1
gene30102	LOC101929656	2
gene21713	RPL17P36	1
gene2956	RASAL2-AS1	2
gene3785	RPS7P5	1
gene12818	NRSN1	1
gene36869	CDS2	1
gene33948	MIR6718	2
gene32132	SENP3	1
gene42783	GOLGA6L9_variant1	1
gene30024	GOLGA6L9_variant2	1
gene15708	gene15708	3
gene38198	MIR6814	2
gene21219	FAM213A	1
gene41607	LOC102723630	2
gene30831	EEF2K	1
gene4791	DCTN1-AS1	2
gene40665	CXorf64	1
gene2165	LOC101060398	1
gene16924	ASIC3	1
gene35330	YJEFN3	1
gene4	MIR1302-2	2
gene23243	MUS81	1
gene35342	LOC101928926	2
gene32007	GGT6	1
gene31904	LOC100130876	3
gene4332	DDX50P1	1
gene39002	C22orf23	1
gene29020	SNORD107	2
gene27677	LOC102724945	2
gene37485	LINC00494	2
gene39287	MAPK8IP2	1
gene24892	NELL2	1
gene14151	POU3F2	1
gene10047	ALPK1	1
gene9306	gene9306	3
gene9804	MRPS18C	1
gene21955	RPLP2	1
gene34581	FGF22	1
gene30928	SPNS1	1
gene27729	NKX2-1	1
gene26465	LOC102723392	2
gene28934	gene28934	3
gene27454	TRAJ58	3
gene9082	LOC101928237	2
gene4829	SUPT4H1P	1
gene3477	XRCC6P3	1
gene34740	SH3GL1	1
gene33392	MIR21	2
gene33603	LOC102723567	2
gene21304	FAS-AS1	2
gene38989	PDXP	1
gene5456	RALB	1
gene3462	ZC3H11B	1
gene34803	MIR3940	2
gene38423	LOC101929396	1
gene14541	TNFAIP3	1
gene17883	LINC01111	2
gene26050	gene26050	3
gene14191	RPL7AP35	1
gene7459	WDR82	1
gene27895	MAPK1IP1L	1
gene8638	SPATA16	1
gene7068	YPLR6490	3
gene18926	TESK1	1
gene141	CEP104	1
gene45206	HLA-DQA1_variant1	1
gene44893	HLA-DQA1_variant2	1
gene44461	HLA-DQA1_variant3	1
gene45915	HLA-DQA1_variant4	1
gene43756	HLA-DQA1_variant5	1
gene45558	HLA-DQA1_variant6	1
gene13427	HLA-DQA1_variant7	1
gene21459	LOC101927255	2
gene36955	RPS10P2	1
gene5190	LOC101927070	2
gene39364	RPL24P9	1
gene43077	CTDP1_variant1	1
gene34543	CTDP1_variant2	1
gene7409	ZMYND10	1
gene22060	RDXP1	1
gene1976	LOC101929814	2
gene18098	RPL19P14	1
gene21429	SLIT1	1
gene19609	LOC102724684	2
gene4083	PQLC3	1
gene31294	CRNDE	2
gene36918	MKKS	1
gene11076	ASS1P9	1
gene32280	RPL9P2	1
gene3822	LOC102724236_variant1	1
gene41700	LOC102724236_variant2	1
gene15446	ADCY1	1
gene2496	RHBG	1
gene30587	SRL	1
gene4204	EFR3B	1
gene30858	LOC101927875	2
gene19562	LOC441455	1
gene30526	CCDC64B	1
gene23477	UCP2	1
gene30366	LOC101929280	2
gene4953	LOC729859	1
gene27637	FOXG1	1
gene22218	OR2AG1	1
gene16591	TRIM24	1
gene14460	TAAR6	1
gene43379	OR2T4_variant1	1
gene3930	OR2T4_variant2	1
gene41710	OR2T4_variant3	1
gene23377	LOC101928292	2
gene25528	ZDHHC17	1
gene14469	VNN3	1
gene13526	PPARD	1
gene967	KDM4A	1
gene38613	IGLV1-51	4
gene936	YBX1	1
gene43811	gene43811	3
gene5442	SCTR	1
gene3863	ZNF695	1
gene27174	MCF2L-AS1	2
gene17022	FAM87A	2
gene22494	DCDC1	1
gene18975	LOC100130458	3
gene19515	MIRLET7DHG	2
gene2459	LOC101929703	1
gene16464	ATP6V1F	1
gene34734	CCDC94	1
gene4763	EGR4	1
gene33124	MAP3K14-AS1	2
gene26880	LMO7	1
gene15442	SNORA5B	2
gene32279	CDRT4	1
gene5957	HOXD8	1
gene11514	MIR583	2
gene21907	LOC101930129	2
gene16328	FOXP2	1
gene18847	ANKRD18B	1
gene27627	gene27627	3
gene5512	LOC100996275	1
gene6009	LOC102724263	1
gene26966	LOC102724086	2
gene31527	NONOP1	1
gene28415	GSC	1
gene39859	MIR501	2
gene24959	LALBA	1
gene4924	RMND5A	1
gene22643	MIR6745	2
gene10450	LOC101059914	1
gene37194	BPIFB1	1
gene37510	KRT18P4	1
gene24649	RPS2P42	1
gene15832	MIR590	2
gene12457	GMCL1P1	1
gene6119	DNAH7	1
gene39224	GTSE1-AS1	2
gene36735	CHMP2A	1
gene12772	FAM8A1	1
gene28988	LOC101060118_variant1	1
gene42739	LOC101060118_variant2	1
gene43858	LOC101060118_variant3	1
gene6394	CXCR1	1
gene31337	SLC12A3	1
gene4215	UQCRHP2	1
gene31727	ZDHHC7	1
gene11161	C5orf64	1
gene6973	RPL39P18	1
gene10447	APELA	2
gene14555	CCRL1P1	1
gene3393	FDPSP8	1
gene21998	LOC101927645	1
gene23790	MMP8	1
gene35592	MIR6887	2
gene20948	LINC00948	2
gene21094	PLA2G12B	1
gene34392	LOC101927322	2
gene7447	ACY1	1
gene21642	TECTB	1
gene38981	ELFN2	1
gene38913	RFPL3	1
gene6852	IRAK2	1
gene2702	TRNAG31	3
gene39242	LOC101927775	2
gene5930	HNRNPA1P39	1
gene294	LOC729356	1
gene34567	MIER2	1
gene9042	SH3BP2	1
gene17398	PNMA2	1
gene13016	TRNAS1	3
gene10479	ANXA10	1
gene6260	SNORA41	2
gene13666	CNPY3	1
gene29665	LOC101928972	2
gene10726	IRX4	1
gene44386	NFKBIL1_variant1	1
gene43678	NFKBIL1_variant2	1
gene45485	NFKBIL1_variant3	1
gene13345	NFKBIL1_variant4	1
gene45840	NFKBIL1_variant5	1
gene44836	NFKBIL1_variant6	1
gene45136	NFKBIL1_variant7	1
gene8825	MIR944	2
gene21445	C10orf62	1
gene11949	APBB3	1
gene13508	RPS10	1
gene29788	TLE3	1
gene19879	SNORD90	2
gene27199	LINC00454	2
gene6863	SLC6A1	1
gene41853	OCLN_variant1	1
gene11230	OCLN_variant2	1
gene19756	PTBP3	1
gene3374	SERTAD4	1
gene1230	MYSM1	1
gene41883	TRNAR24_variant1	3
gene44634	TRNAR24_variant2	3
gene45288	TRNAR24_variant3	3
gene44197	TRNAR24_variant4	3
gene13132	TRNAR24_variant5	3
gene45654	TRNAR24_variant6	3
gene43466	TRNAR24_variant7	3
gene44964	TRNAR24_variant8	3
gene8579	SERPINI1	1
gene13746	gene13746	3
gene35767	EID2B	1
gene26791	TDRD3	1
gene34772	C19orf70	1
gene15032	THSD7A	1
gene39534	KLHL15	1
gene10095	NDST3	1
gene30530	gene30530	3
gene26727	DHRS12	1
gene26705	ST13P4	1
gene27728	SFTA3	1
gene44601	KIR2DL5B_variant1	1
gene43278	KIR2DL5B_variant2	1
gene44150	KIR2DL5B_variant3	1
gene44077	KIR2DL5B_variant4	1
gene43323	KIR2DL5B_variant5	1
gene44576	KIR2DL5B_variant6	1
gene18258	MRPL13	1
gene6932	METTL6	1
gene38031	SOD1	1
gene23260	PACS1	1
gene15363	CDK13	1
gene12737	SIRT5	1
gene3518	CAPN2	1
gene12783	IMPDH1P9	1
gene15086	TWISTNB	1
gene2697	TRNAD5	3
gene8116	LOC101929358	1
gene22954	OR4D11	1
gene40132	LINC00684_variant1	2
gene40130	LINC00684_variant2	2
gene30870	LOC102723510	2
gene25067	NR4A1	1
gene5946	ATP5G3	1
gene29327	TRNAS18	3
gene24569	TAS2R64P_variant1	1
gene42440	TAS2R64P_variant2	1
gene25159	HOXC4	1
gene17976	RMDN1	1
gene37734	MIR941-3	2
gene36264	ASPDH	1
gene32633	MIR4733	2
gene6627	UGT1A7	1
gene5067	IGKV3D-7	4
gene2039	SRGAP2B	1
gene8266	STAG1	1
gene16906	GIMAP4	1
gene29696	PIF1	1
gene36157	CGB	1
gene40250	APOOL	1
gene26044	DIABLO	1
gene6562	ARMC9	1
gene3302	LOC284581	2
gene12672	LOC101928076	2
gene36678	ZNF211	1
gene29695	MIR1272	2
gene32998	MIR548AT	2
gene11942	PFDN1	1
gene13758	RBMXP1	1
gene4421	EML4	1
gene3627	RNA5S1	1
gene34684	SGTA	1
gene31815	LINC00304	2
gene36260	FAM71E1	1
gene43388	LOC101926946_variant1	1
gene5068	LOC101926946_variant2	1
gene41733	LOC101926946_variant3	1
gene12896	HIST1H2BI	1
gene17147	FAM90A12P	1
gene8156	KIAA1257	1
gene771	MIR3605	2
gene34336	ELAC1	1
gene659	SCARNA1	1
gene25054	BIN2	1
gene22965	TRNAK3	3
gene34934	UBL5	1
gene24605	APOLD1	1
gene1576	ARHGAP29	1
gene19803	TNFSF8	1
gene36871	PROKR2	1
gene30315	DDX11L9	1
gene17735	LOC100130298	2
gene34978	MIR638	2
gene1052	gene1052	3
gene44991	C6orf100_variant1	2
gene45315	C6orf100_variant2	2
gene44657	C6orf100_variant3	2
gene45681	C6orf100_variant4	2
gene43493	C6orf100_variant5	2
gene13159	C6orf100_variant6	2
gene37813	LOC101930100	2
gene33315	TOM1L1	1
gene29211	GOLGA8K	1
gene5016	IGKV1-32	4
gene11428	TMEM167A	1
gene12318	FOXI1	1
gene3651	RAB4A	1
gene42273	LOC101928037_variant1	2
gene18412	LOC101928037_variant2	2
gene38845	LOC101929664	2
gene4675	LOC100287361	1
gene27548	PPP1R3E	1
gene34907	OR7E24	1
gene3391	SLC30A1	1
gene40757	PLAC1	1
gene13906	NUFIP1P	1
gene24814	DSPA2D	1
gene41061	TAZ	1
gene43913	CHRFAM7A_variant1	1
gene29175	CHRFAM7A_variant2	1
gene25806	BTBD11	1
gene17989	DCAF4L2	1
gene25941	MIR620	2
gene9636	CSN1S2AP	1
gene4135	FLJ41481	3
gene33583	gene33583	3
gene18364	LOC102723614	1
gene32048	SCIMP	1
gene29208	LOC644110	1
gene14840	LOC101929484	2
gene17342	BTF3P3	1
gene38543	TUBA3FP	1
gene29406	TUBGCP4	1
gene31017	SNORA30	2
gene40682	APLN	1
gene41843	CDK7_variant1	1
gene11220	CDK7_variant2	1
gene2478	SSR2	1
gene27150	RPL21P107	1
gene21745	RPS15AP5	1
gene14845	WDR27	1
gene8278	SOX14	1
gene10366	KIAA0922	1
gene34823	FLJ25758	1
gene11633	MCC	1
gene22385	GLTPP1	1
gene28538	MIR380	2
gene1338	HHLA3	1
gene30010	LOC102723985	2
gene34457	gene34457	3
gene295	PRAMEF6	1
gene24456	FAM66C	2
gene24221	RPS27P20	1
gene26087	RPL27P12	1
gene15261	MIR550B2	2
gene25808	PWP1	1
gene14499	gene14499	3
gene30670	LOC101927131	2
gene25671	METAP2	1
gene1440	LOC100128775	1
gene9898	STPG2	1
gene33317	STXBP4	1
gene26424	PAN3	1
gene7597	MAGI1-AS1	2
gene6045	FSIP2	1
gene35732	LOC101929424	1
gene22540	PDHX	1
gene30916	RPS15AP33	1
gene20856	LOC100996760	1
gene39250	ZBED4	1
gene10757	LOC102724959	2
gene14359	TBC1D32	1
gene31071	ZNF720	1
gene37776	LOC102724560	1
gene27849	LINC00640	2
gene31020	C16orf93	1
gene28773	IGHV2-26_variant1	4
gene42625	IGHV2-26_variant2	4
gene34962	CDC37	1
gene20003	ZER1	1
gene22054	LOC101927733	2
gene24994	PRPH	1
gene18371	LOC102723635	2
gene32127	POLR2A	1
gene9239	TAPT1-AS1	2
gene40307	LOC643486	1
gene28513	gene28513	3
gene18200	LOC101060002	1
gene34081	CXADRP3	1
gene27953	L3HYPDH	1
gene28357	CATSPERB_variant1	1
gene42490	CATSPERB_variant2	1
gene5847	SCN7A	1
gene351	RPL12P14	1
gene32034	MIR6864	2
gene34912	ZNF559	1
gene19365	LOC102724036	2
gene16724	TRBVB_variant1	4
gene42185	TRBVB_variant2	4
gene29251	LOC145989	1
gene795	ZMYM4	1
gene9089	STK32B	1
gene9967	TACR3	1
gene6721	KIF1A	1
gene5380	CKAP2L	1
gene31346	RSPRY1	1
gene11433	VCAN	1
gene5479	CYP27C1	1
gene18676	ZDHHC21	1
gene12964	TRNAI2	3
gene8493	LEKR1	1
gene32554	SGK494	1
gene16818	OR2A1	1
gene39477	NHS	1
gene38685	IGLC2	1
gene27566	LOC102724824	2
gene27876	DDHD1	1
gene6571	SNORD82	2
gene23819	CASP1P2	1
gene16526	gene16526	3
gene33844	MAFG	1
gene19483	BICD2	1
gene29173	LOC728424_variant1	1
gene43911	LOC728424_variant2	1
gene17696	SDR16C6P	1
gene32363	ALKBH5	1
gene2163	LOC101929787	2
gene8766	TMEM41A	1
gene572	SDHDP6	1
gene11868	LOC340074	2
gene20218	MAMDC4	1
gene22230	RBMXL2	1
gene40838	FGF13	1
gene30257	PGPEP1L	1
gene26489	LOC102723425	2
gene8815	LPP-AS2	2
gene4076	PDIA6	1
gene38905	RPS17P16	1
gene33659	CASKIN2	1
gene39598	TAB3	1
gene2705	TRNAG8	3
gene37070	GGTLC1	1
gene20961	LOC283045	2
gene2127	TRNAQ13	3
gene33487	SNORA76	2
gene8157	EFCC1	1
gene3880	ZNF496	1
gene7640	LOC101927225	2
gene10980	LOC101926904	2
gene1508	FLJ27354	2
gene7521	ARHGEF3-AS1	2
gene10641	TRIML2	1
gene28248	GSTZ1	1
gene23544	OMP	1
gene38557	POM121L8P	1
gene20013	LOC101929314	2
gene2623	gene2623	3
gene30898	NPIPB6	1
gene29852	ISLR2	1
gene28286	RPS24P3	1
gene33286	LOC101927253	2
gene32923	KRTAP4-7	1
gene11614	NREP	1
gene28636	MIR3545	2
gene19324	CHCHD2P9	1
gene24678	LOC102724227	2
gene39118	LOC102723706	2
gene29118	GABRA5	1
gene5727	STAM2	1
gene34019	MIR7153	2
gene27531	AJUBA	1
gene22656	PTPMT1	1
gene210	LOC100506022	2
gene2210	SV2A	1
gene40994	MAGEA12	1
gene12643	LOC101927319	1
gene24620	GSG1	1
gene2406	RNU7-57P	1
gene18864	gene18864	3
gene18987	FRMPD1	1
gene31038	ZNF668	1
gene17793	SNHG6	2
gene34540	LOC102723506	2
gene1240	HOOK1	1
gene9819	MIR4451	2
gene1349	ZRANB2-AS2	2
gene12124	IL17B	1
gene31620	MLKL	1
gene8685	TTC14	1
gene26284	CRYL1	1
gene15050	AGMO	1
gene18524	FOXH1	1
gene2112	CCT8P1	1
gene4265	PPM1G	1
gene33115	NMT1	1
gene20910	CCDC58P2	1
gene3756	ENO1P1	1
gene4224	HADHA	1
gene23124	PLA2G16	1
gene30420	PTX4	1
gene7488	MUSTN1	1
gene3805	RPL6P3	1
gene13638	TFEB	1
gene33820	MIR3186	2
