chr,start,end,CD8,Treg_Foxp3_all,oreganno
chr17,87361659,87362693,,,329.0
chr17,87518258,87518793,,535.0,
chr17,87683081,87683591,,,152.0
chr17,87970927,87971308,,,290.0
chr17,88511189,88512071,,882.0,
chr17,88512639,88513387,,748.0,
chr17,95233520,95234526,,,335.0
chr18,3005649,3005988,339.0,,
chr18,3280585,3281491,,,628.0
chr18,3495460,3495688,,,142.0
chr18,4252129,4252711,,582.0,
chr18,4375414,4376046,,,578.0
chr18,4920080,4920953,,,772.0
chr18,6055573,6055920,,,347.0
chr18,6135522,6136858,,,688.6666666666666
chr18,6489849,6490925,,,980.0
chr18,9393918,9394328,,410.0,
chr18,11052365,11052565,,,200.0
chr18,12743372,12744014,,642.0,
chr18,12769750,12770028,,278.0,
chr18,12798930,12799489,,559.0,
chr18,12801550,12802511,,539.0,
chr18,14941261,14942049,,,640.0
chr18,21304243,21304443,,,200.0
chr18,23969239,23969806,,,216.0
chr18,24003500,24003726,,226.0,
chr18,24811670,24813134,300.0,,
chr18,32226908,32228057,320.0,,
chr18,32307064,32307528,,,209.0
chr18,32399496,32400218,,,530.0
chr18,32717558,32718293,,,1.0
chr18,32723926,32724457,,531.0,
chr18,33129373,33130431,,1040.0,
chr18,33372983,33373949,,,136.0
chr18,34665458,34666126,,,282.0
chr18,34783605,34784698,,,398.0
chr18,34918207,34919405,,,874.0
chr18,34943052,34943619,362.0,,285.0
chr18,36101840,36102376,458.0,,
chr18,36562846,36563212,,,291.0
chr18,36903880,36904913,,,445.0
chr18,36961182,36961754,,,572.0
chr18,38344859,38345071,,,212.0
chr18,38509545,38510070,,,363.0
chr18,38539835,38540207,,,139.0
chr18,38566826,38567518,,692.0,
chr18,38600286,38600528,,239.0,
chr18,38642971,38643541,507.0,,
chr18,39190836,39191036,,,142.0
chr18,39194783,39195474,,,691.0
chr18,39242681,39243140,415.0,,
chr18,39300184,39300934,,,568.0
chr18,39678709,39679367,219.0,,
chr18,40467721,40467921,200.0,,200.0
chr18,42434530,42435268,537.0,,228.0
chr18,44560104,44560497,,,131.0
chr18,46775294,46775546,,,234.0
chr18,46900767,46901487,,,623.0
chr18,50168561,50169022,,461.0,
chr18,50183716,50184091,375.0,,
chr18,55130497,55130746,148.0,,
chr18,56559027,56560197,,,925.0
chr18,57514078,57514580,,,502.0
chr18,60659538,60660577,,1039.0,
chr18,60906159,60907156,,,923.0
chr18,61774126,61774534,,,177.0
chr18,61990420,61990668,,,241.0
chr18,64648070,64649045,424.0,,
chr18,65478565,65478997,,432.0,
chr18,65541166,65541972,,727.0,
chr18,65638775,65639283,,508.0,
chr18,66617637,66618868,,,349.0
chr18,67439952,67440743,461.0,,
chr18,67848086,67848551,281.0,,
chr18,67883798,67885276,466.0,,
chr18,68218549,68219525,,,469.0
chr18,68459436,68460577,,,48.0
chr18,69503759,69504372,,,518.0
chr18,74375421,74376672,309.0,,
chr18,74427508,74428286,104.0,,
chr18,75513062,75513781,,695.0,
chr18,75526686,75527305,,,25.4
chr18,75536924,75537842,516.0,,
chr18,75606597,75607258,,,132.0
chr18,76400502,76401633,,,773.0
chr18,77216639,77217100,,,461.0
chr18,77311215,77311576,,361.0,
chr18,80751596,80752100,,,395.5
chr18,80808507,80809198,,691.0,
chr18,82648948,82649482,,445.0,
chr18,82672985,82673698,458.0,691.0,
chr18,85043425,85044079,,654.0,
chr18,89375274,89376135,830.0,,
chr18,89402915,89403481,445.0,,
chr19,3575616,3576388,,,283.0
chr19,3912540,3913231,,,360.0
chr19,4119609,4120129,388.0,,
chr19,4878407,4878893,395.0,,
chr19,4942786,4943233,,,447.0
chr19,5488959,5489420,,,18.0
chr19,5803348,5803821,,,73.0
chr19,5845253,5846205,,,352.0
chr19,5846583,5846855,,,268.0
chr19,5964006,5964427,,,8.5
chr19,6076981,6077461,,,265.0
chr19,6242223,6242653,,,425.0
chr19,7131025,7131286,,,261.0
chr19,7568530,7569332,89.0,,
chr19,8955046,8955629,,,432.0
chr19,10837897,10838599,,702.0,
chr19,10913523,10913874,292.0,,
chr19,11127168,11127820,,648.0,
chr19,11182247,11182653,,,372.0
chr19,11430139,11430742,,603.0,
chr19,11454449,11454829,,380.0,
chr19,11560136,11560634,,498.0,
chr19,11566247,11566624,,377.0,
chr19,11585837,11586226,,389.0,
chr19,11591363,11591737,374.0,,
chr19,12101069,12101591,349.0,,
chr19,12549921,12550276,,,355.0
chr19,12562600,12562905,,,167.0
chr19,12575977,12576852,,,707.0
chr19,12869993,12871519,389.0,,581.0
chr19,15998863,15999792,558.0,,
chr19,17339177,17339793,,616.0,
chr19,17455051,17455444,,393.0,
chr19,18673557,18673874,,42.0,
chr19,21938010,21938601,,591.0,
chr19,23209440,23209702,,,186.0
chr19,23210404,23210710,,,33.0
chr19,23215068,23215907,,,620.0
chr19,25058346,25058953,431.0,,
chr19,28084229,28084717,,,128.0
chr19,28085416,28086486,,,1070.0
chr19,29138363,29138705,,,342.0
chr19,29138766,29138966,,,131.0
chr19,29260119,29260364,,245.0,
chr19,29493008,29493519,,,487.0
chr19,29505167,29505367,,200.0,
chr19,29505439,29506095,,656.0,
chr19,29528366,29529135,370.0,769.0,
chr19,29722005,29723110,408.0,,
chr19,30104574,30105347,,,773.0
chr19,30193093,30193632,,,329.0
chr19,31284836,31285534,433.0,,
chr19,32260886,32261605,,,394.5
chr19,32349514,32350530,441.0,,
chr19,32539692,32540219,,527.0,
chr19,32943558,32944139,291.0,,
chr19,33010141,33010494,,353.0,
chr19,33155897,33156436,319.0,,
chr19,33336916,33337234,230.0,,
chr19,33441164,33441481,291.0,,
chr19,34318504,34318975,,,471.0
chr19,34364687,34365601,,,457.0
chr19,34373732,34374089,,357.0,
chr19,34381058,34381791,,733.0,
chr19,34600863,34601450,,,268.0
chr19,34601542,34602231,,,646.0
chr19,36449423,36450552,,966.0,
chr19,36551592,36552043,,451.0,
chr19,36552271,36552730,,459.0,
chr19,37281194,37281632,,,438.0
chr19,37281764,37282459,,,89.0
chr19,37634086,37634859,,,292.5
chr19,40552042,40552706,,,420.0
chr19,40686491,40687143,323.0,,
chr19,40753166,40753926,,468.0,
chr19,40754014,40754584,,281.0,
chr19,41413598,41414185,,,463.0
chr19,41671584,41672402,,649.0,
chr19,41876144,41876844,307.0,,
chr19,41904173,41904572,,,399.0
chr19,42164390,42165039,,,649.0
chr19,43598719,43599461,542.0,,357.0
chr19,44341128,44342051,,,361.0
chr19,44358501,44359278,177.0,,
chr19,44462848,44463417,,,89.0
chr19,45080676,45081347,,,104.0
chr19,45089881,45090436,,,406.0
chr19,46577301,46577593,,,292.0
chr19,46577985,46578756,,,771.0
chr19,47044520,47045080,,,265.0
chr19,47142021,47142256,,,194.0
chr19,47142753,47143220,,,467.0
chr19,53260017,53260388,371.0,,
chr19,53387565,53388003,,438.0,
chr19,53388266,53388984,457.0,718.0,
chr19,53497749,53498921,,1172.0,
chr19,53499078,53499636,,558.0,
chr19,53508449,53508867,,418.0,
chr19,53515819,53516359,,540.0,
chr19,53517550,53518204,443.0,654.0,
chr19,53535692,53536362,,670.0,
chr19,53539058,53539777,,719.0,
chr19,53554208,53554534,,326.0,
chr19,53611125,53611564,,439.0,
chr19,53613867,53614180,,313.0,
chr19,53674258,53675106,,,848.0
chr19,53881642,53882374,,732.0,
chr19,53964047,53964449,,,401.0
chr19,57191192,57191392,81.0,200.0,
chr19,57435065,57435563,,,51.0
chr19,57486282,57486576,,,294.0
chr19,58218192,58218750,413.0,,
chr19,61275306,61276089,378.0,,551.0
chr2,3574825,3575700,,875.0,
chr2,4839841,4840430,,,28.0
chr2,5300188,5300551,184.0,,363.0
chr2,5765585,5766623,,,778.0
chr2,6230427,6230978,454.0,,
chr2,6243310,6243999,,,689.0
chr2,6244347,6244608,,,259.0
chr2,6641683,6642367,438.0,,
chr2,9485977,9486476,310.0,,
chr2,9788776,9789449,,588.0,
chr2,10236310,10236772,286.0,,
chr2,11139711,11140221,,510.0,
chr2,11210049,11210372,,,319.0
chr2,11253231,11253465,,,234.0
chr2,11456971,11457604,264.0,,
chr2,11538444,11538773,329.0,329.0,
chr2,11563991,11564636,,645.0,
chr2,13478787,13479262,,475.0,
chr2,13481510,13481728,,218.0,
chr2,13494940,13496330,,,32.666666666666664
chr2,13640120,13640865,,745.0,
chr2,14976357,14977693,,,1336.0
chr2,17566236,17566605,,,330.0
chr2,18440705,18440968,,263.0,
chr2,18446064,18446343,261.0,,
chr2,18508755,18509464,,,155.0
chr2,18585699,18585923,,224.0,
chr2,19336042,19337098,,,314.0
chr2,19578576,19579796,,,1039.0
chr2,20883236,20883824,,,587.0
chr2,22599836,22600544,268.0,,708.0
chr2,22660973,22661488,515.0,,
chr2,24774928,24775539,,,248.0
chr2,25321204,25321662,,,23.0
chr2,25389615,25390109,354.0,,
chr2,26358389,26358791,,402.0,
chr2,26359149,26359657,,29.0,
chr2,27331041,27331910,,,784.0
chr2,28380700,28381229,,529.0,
chr2,29202130,29202525,,,395.0
chr2,29517292,29517795,,503.0,
chr2,29528184,29528645,392.0,,
chr2,29533462,29533682,,,220.0
chr2,29979798,29980475,,,358.0
chr2,30219423,30219911,348.0,,
chr2,30319365,30320146,,,599.0
chr2,30450284,30450793,488.0,,
chr2,30916595,30917318,,723.0,
chr2,30917705,30918137,,432.0,
chr2,30970626,30970905,279.0,,
chr2,30974445,30974822,,377.0,
chr2,31315397,31315868,,,145.0
chr2,31917732,31917970,238.0,,
chr2,31993234,31993799,,,565.0
chr2,32218273,32218847,48.0,,
chr2,32350709,32351365,572.0,,
chr2,32549489,32549959,453.0,,
chr2,32570011,32571020,,,433.0
chr2,32772973,32773529,,,556.0
chr2,34262154,34262630,,,444.0
chr2,34627124,34628242,659.0,,
chr2,35303984,35304322,263.0,,
chr2,35837413,35837769,347.0,,
chr2,37213886,37214990,,,239.0
chr2,37627106,37627755,559.0,,
chr2,38327304,38327744,440.0,440.0,
chr2,38328312,38328844,,532.0,
chr2,38391611,38392746,499.0,804.5,
chr2,44742264,44742471,,207.0,
chr2,44776018,44776545,,,456.0
chr2,44776700,44776917,,,217.0
chr2,48669502,48670216,,,714.0
chr2,48670298,48670851,,,339.0
chr2,49337797,49338086,,,148.0
chr2,51927888,51928837,,,435.0
chr2,52174671,52175101,,430.0,
chr2,52234009,52234681,,,378.0
chr2,57090160,57091622,,839.0,
chr2,57105355,57105572,,,217.0
chr2,57982001,57982747,,746.0,
chr2,58036221,58036422,,201.0,
chr2,58036490,58037021,,531.0,
chr2,58046833,58047290,,457.0,
chr2,60054633,60054874,,,135.0
chr2,60116761,60117072,289.0,,
chr2,60256206,60256500,294.0,,
chr2,60612453,60613138,453.0,,
chr2,60683308,60683824,453.0,,
chr2,60705374,60705765,,391.0,
chr2,62228860,62229581,,,248.0
chr2,62249049,62250248,,,326.0
chr2,62297838,62298286,,448.0,
chr2,65008354,65009450,,,235.5
chr2,66022597,66023183,319.0,,
chr2,68268379,68269024,513.0,,
chr2,68272646,68273007,,361.0,
chr2,68309255,68309696,292.0,,
chr2,69735891,69736715,,,343.0
chr2,69832773,69833417,,644.0,
chr2,69964806,69965266,,459.0,
chr2,70499219,70500106,489.0,,
chr2,70683084,70683540,,415.0,
chr2,70713244,70713444,200.0,,
chr2,72120685,72121205,520.0,,
chr2,72695314,72696031,335.0,,
chr2,73308195,73308797,,602.0,
chr2,75481351,75482040,,,650.0
chr2,75541435,75543187,,,1752.0
chr2,75669893,75671235,,,432.0
chr2,83535492,83536043,,551.0,
chr2,84457910,84458287,,,346.0
chr2,84500450,84500868,,,418.0
chr2,84510466,84511500,,,423.0
chr2,84619292,84619973,462.0,,
chr2,84887579,84888928,,,735.0
chr2,84900814,84901487,,,18.0
chr2,90382830,90383322,,492.0,
chr2,90404628,90405130,333.0,,
chr2,90927740,90928024,284.0,,
chr2,92273825,92274645,403.0,,
chr2,93264663,93265259,531.0,596.0,
chr2,93299031,93300110,,,742.0
chr2,93311324,93311673,280.0,,
chr2,94018539,94019347,,,253.0
chr2,98502376,98503113,737.0,,737.0
chr2,98505133,98505418,270.0,,285.0
chr2,98506384,98507488,1104.0,,1104.0
chr2,101595726,101596854,,1128.0,
chr2,101636659,101637484,,640.0,
chr2,101637646,101638000,,354.0,
chr2,101668276,101668503,,,227.0
chr2,102573211,102573747,,536.0,
chr2,102652864,102653411,331.0,547.0,
chr2,102821606,102822126,,520.0,
chr2,102838571,102838970,,9.0,
chr2,102839145,102839771,,585.0,
chr2,103324834,103325924,,,440.0
chr2,103416550,103416886,,,244.0
chr2,103440429,103441091,,,32.0
chr2,103475884,103476172,288.0,,
chr2,104333247,104333874,,,388.0
chr2,104688622,104689430,,808.0,
chr2,104689655,104690387,,67.0,
chr2,105843119,105843734,,,615.0
chr2,117167830,117169204,701.0,,
chr2,118082486,118082905,,,63.0
chr2,118687383,118687960,305.0,,
chr2,119076569,119076906,337.0,,
chr2,119114048,119114678,560.0,,
chr2,119488202,119488882,,,584.0
chr2,121853661,121854652,,,512.0
chr2,121974165,121974627,,,249.0
chr2,122069559,122069935,,,363.0
chr2,124558194,124558816,512.0,622.0,
chr2,126255119,126255361,,,145.0
chr2,126293497,126293980,334.0,,
chr2,126500872,126501288,,,416.0
chr2,126501457,126502060,,,157.0
chr2,127095452,127096614,286.0,,
chr2,127140134,127140659,,525.0,
chr2,127159026,127159267,,241.0,
chr2,127159990,127160193,,203.0,
chr2,127742355,127742555,,200.0,
chr2,127742611,127742938,,327.0,
chr2,128218053,128218507,,454.0,
chr2,128277224,128277731,,507.0,
chr2,128325275,128325929,558.0,654.0,
chr2,128792671,128793332,,,661.0
chr2,128955023,128955702,,,545.0
chr2,130275503,130276266,,,763.0
chr2,130389072,130389758,,,168.0
chr2,130454975,130455979,,,742.0
chr2,131249290,131249638,,297.0,
chr2,131371175,131371850,,,141.0
chr2,134469112,134470184,278.0,,
chr2,139891914,139893042,430.0,,
chr2,139995732,139996868,,,321.0
chr2,143835491,143836119,,,361.0
chr2,145059404,145060044,,,149.0
chr2,146240373,146240635,,,262.0
chr2,146240702,146241103,,,30.0
chr2,146838256,146839583,,,198.0
chr2,148515318,148515637,,,30.0
chr2,150864476,150865625,283.0,,
chr2,151319662,151320464,260.0,,
chr2,151566418,151567228,,,427.0
chr2,151798997,151800245,,792.0,
chr2,152186017,152186594,,,564.0
chr2,152223826,152224173,,,286.0
chr2,152651499,152651859,,360.0,
chr2,152656162,152657569,,430.0,
chr2,153117963,153118315,,352.0,
chr2,153351607,153351933,326.0,,
chr2,153433954,153434332,,,160.0
chr2,154429232,154430153,,,696.0
chr2,154483448,154483998,,550.0,
chr2,154899706,154900489,,,162.0
chr2,155652198,155652677,,,479.0
chr2,155833516,155834094,,,526.0
chr2,156005120,156005523,397.0,,
chr2,156944656,156945198,,542.0,
chr2,156973280,156973890,,610.0,
chr2,157979814,157980340,,526.0,360.0
chr2,158235159,158235723,528.0,,
chr2,160471303,160471934,,,619.0
chr2,160698140,160699160,,,1020.0
chr2,163054710,163055241,425.0,,
chr2,164266658,164266981,,,323.0
chr2,164858742,164859197,,,47.0
chr2,165147189,165147416,227.0,,
chr2,165278456,165279257,,718.0,
chr2,165703464,165703741,,277.0,
chr2,165709989,165710499,,,510.0
chr2,165747855,165748078,,,223.0
chr2,165856642,165857233,,,440.0
chr2,165861268,165861530,,,262.0
chr2,166481781,166482668,681.0,,
chr2,166580285,166580574,289.0,,
chr2,166630687,166631128,,,441.0
chr2,167144457,167144769,,,149.0
chr2,167176975,167177297,150.0,322.0,
chr2,167188809,167189226,,409.0,
chr2,167328440,167329033,,,593.0
chr2,167631260,167631744,454.0,,
chr2,167984527,167984921,,,48.0
chr2,168421230,168421541,272.0,,
chr2,170117737,170117956,,219.0,
chr2,172226608,172226841,,233.0,
chr2,173055064,173055829,404.0,,
chr2,173100463,173101176,,300.0,
chr2,173277504,173278124,,619.0,
chr2,173295134,173295801,,667.0,
chr2,174154657,174155128,,,471.0
chr2,174342648,174343154,,,253.0
chr2,179711351,179711980,,,629.0
chr2,179991563,179992387,492.0,,
chr2,180008147,180008697,,,345.0
chr2,181218166,181218828,,469.0,
chr2,181303081,181303294,,,213.0
chr2,181572347,181572852,,,447.0
chr2,181652128,181652532,404.0,,404.0
chr2,181665427,181665664,237.0,,
chr3,5860391,5860862,301.0,,376.0
chr3,8766782,8767214,,,136.0
chr3,9153635,9154071,,436.0,
chr3,9154139,9154669,,103.0,
chr3,9801638,9802344,220.0,,
chr3,9833386,9833955,,,487.0
chr3,14869488,14870209,,,288.0
chr3,19527942,19529420,,,1384.0
chr3,20122528,20123591,334.0,,
chr3,21024829,21025697,,868.0,
chr3,21783263,21783550,,287.0,
chr3,21834471,21835697,,,1071.0
chr3,21860154,21861078,,595.0,211.0
chr3,21864477,21864894,,417.0,
chr3,21886536,21887518,,982.0,
chr3,27052513,27053270,,,651.0
chr3,27318630,27319288,,581.0,
chr3,30691664,30692502,,,838.0
chr3,30959787,30960926,,1038.0,
chr3,30994488,30994783,,295.0,
chr3,35663652,35664209,,460.0,
chr3,36470786,36471485,332.0,,
chr3,36752638,36753622,302.0,,
chr3,37024623,37025396,,773.0,
chr3,37027273,37027541,,268.0,
chr3,37072189,37072621,,432.0,
chr3,37172005,37172524,,98.0,
chr3,37179920,37180130,,210.0,
chr3,37212222,37212826,,604.0,
chr3,37317975,37319448,,,308.0
chr3,37553027,37553808,,495.0,
chr3,37656985,37657386,,,401.0
chr3,40548725,40550503,425.0,,429.0
chr3,41546151,41546961,326.0,,
chr3,51038317,51038738,,,394.0
chr3,51079816,51080435,,,619.0
chr3,51505323,51505564,,241.0,
chr3,51548973,51549483,,510.0,
chr3,51908824,51909060,,,236.0
chr3,52001853,52002663,438.0,,
chr3,52262355,52263041,619.0,,
chr3,52302368,52303249,399.0,789.0,
chr3,52594944,52595213,,269.0,
chr3,52644055,52644778,451.0,,
chr3,52682055,52682678,530.0,623.0,
chr3,52685837,52686551,,569.0,
chr3,52758475,52758960,,485.0,
chr3,54883991,54884438,371.0,,
chr3,58329291,58330188,,,897.0
chr3,59026034,59026615,,581.0,
chr3,60276211,60276647,233.0,,
chr3,60331773,60332799,,,220.0
chr3,60379835,60380306,,,68.0
chr3,60405631,60405911,280.0,,
chr3,65184041,65184479,,,249.0
chr3,65331525,65332525,,,559.0
chr3,65415707,65416285,,,397.0
chr3,65467023,65467446,,,423.0
chr3,65661928,65662209,,,281.0
chr3,69009171,69010209,403.0,,
chr3,78956842,78957582,,691.0,
chr3,79056730,79057512,,782.0,
chr3,81586777,81587323,,,331.0
chr3,82161505,82162417,,,668.0
chr3,82884627,82884995,332.0,,
chr3,83800902,83801428,,,164.0
chr3,83869657,83870207,,550.0,
chr3,83896751,83897306,369.0,,
chr3,83959273,83959958,410.0,,
chr3,84482683,84483223,,539.0,
chr3,84485572,84486089,342.0,,
chr3,84518891,84519612,,721.0,
chr3,84617853,84618652,,,42.0
chr3,84652647,84653134,287.0,,
chr3,84998880,84999334,,,429.0
chr3,85946281,85947005,397.0,,
chr3,86641120,86641657,389.0,,
chr3,87327632,87328045,367.0,,
chr3,87689209,87690019,,,810.0
chr3,87945459,87946428,468.0,,646.0
chr3,88356629,88357723,,,465.0
chr3,88968467,88968922,,,168.0
chr3,89035336,89035605,,269.0,
chr3,89083421,89083763,,,342.0
chr3,89084947,89085234,,,287.0
chr3,89676056,89676580,442.0,,
chr3,90096656,90097249,,,197.0
chr3,90279721,90280307,,,536.0
chr3,93353862,93354306,,444.0,
chr3,94113683,94114409,,,141.0
chr3,94170639,94171024,,,201.5
chr3,95189526,95190041,456.0,,
chr3,95562413,95562731,,318.0,
chr3,95713271,95713658,,387.0,
chr3,96073273,96073884,220.0,,
chr3,96360916,96361320,404.0,,
chr3,96361448,96361999,,,551.0
chr3,96380549,96381080,,,27.0
chr3,96384041,96384428,387.0,,
chr3,96685619,96686512,357.0,,
chr3,97432412,97432980,,,457.0
chr3,100362196,100362611,,415.0,
chr3,100837578,100837896,,318.0,
chr3,101049253,101049494,222.0,,
chr3,101084228,101084668,,440.0,
chr3,102799275,102800206,325.0,,
chr3,103593728,103594350,,622.0,
chr3,103594535,103594761,,14.0,
chr3,103605720,103606578,,,529.0
chr3,103794571,103794927,,332.0,
chr3,103795217,103795538,,321.0,
chr3,104245994,104246201,,,131.0
chr3,105571477,105571858,301.0,,
chr3,105609692,105609969,181.0,277.0,
chr3,106350100,106351008,,,64.5
chr3,106588034,106588425,,391.0,
chr3,106590909,106591891,316.0,982.0,
chr3,106634472,106635484,,797.0,
chr3,106840749,106841920,,901.0,
chr3,106883691,106884224,390.0,533.0,
chr3,107499179,107499849,408.0,,162.0
chr3,107562991,107563555,,,564.0
chr3,108012967,108014059,,,777.0
chr3,108456504,108457256,,,435.0
chr3,108570449,108570649,,200.0,
chr3,108713872,108715004,313.0,,
chr3,109155166,109155702,364.0,,
chr3,115345431,115346115,,,446.0
chr3,115378801,115379091,,290.0,
chr3,115496194,115496932,,,365.5
chr3,116210173,116211344,351.0,,
chr3,116365113,116365841,263.0,,
chr3,116510734,116511668,,,300.0
chr3,120874025,120874946,,,513.0
chr3,121250697,121251350,456.0,,
chr3,123210834,123212060,295.0,,
chr3,126363142,126364036,484.0,894.0,
chr3,129002778,129003152,,,315.0
chr3,130393885,130395101,,,1216.0
chr3,130512874,130513258,270.0,,
chr3,130814792,130815650,466.0,,
chr3,130860241,130860831,,590.0,
chr3,130910739,130912104,488.0,,
chr3,133074665,133075191,,526.0,
chr3,133245816,133246994,,776.0,
chr3,133420936,133421454,,,514.0
chr3,133421516,133421748,,,152.0
chr3,135328567,135329294,,573.0,
chr3,135351963,135352447,209.0,,
chr3,135381466,135382586,419.0,,
chr3,135488250,135489760,,,403.0
chr3,136405579,136406224,606.0,,
chr3,137940004,137940268,,,60.0
chr3,137997381,137997584,203.0,,
chr3,138405536,138406439,499.0,,
chr3,142058322,142059069,,,503.0
chr3,142106227,142106675,,,214.0
chr3,142156446,142156861,,,415.0
chr3,142159187,142159433,,246.0,
chr3,142159525,142160737,,554.0,
chr3,142193016,142194008,,,355.0
chr3,142282594,142284007,,,614.0
chr3,142373634,142374011,,,377.0
chr3,142543943,142544297,,,278.0
chr3,143864891,143865436,,,545.0
chr3,143867606,143867808,,,202.0
chr3,143867882,143868713,,,831.0
chr3,144381935,144382773,,,363.0
chr3,145579336,145580321,,,367.0
chr3,145586762,145588040,,,360.0
chr3,146162234,146163995,,,437.0
chr3,146349454,146349777,323.0,,
chr3,148715459,148715894,,,435.0
chr3,151978541,151979046,,,379.0
chr3,152575039,152576222,,913.0,
chr3,157609630,157611014,,,1289.0
chr4,3010559,3010781,222.0,,106.5
chr4,3011625,3011825,,,200.0
chr4,3018407,3018714,,,44.0
chr4,3501523,3502533,389.0,,
chr4,3605065,3605716,,,293.0
chr4,6828924,6829690,398.0,,
chr4,8738050,8738689,,639.0,
chr4,8765771,8766177,,406.0,
chr4,8769890,8770467,,577.0,
chr4,8855665,8856305,,640.0,384.0
chr4,8993493,8994043,365.0,550.0,
chr4,11015778,11016637,,859.0,
chr4,11062402,11062967,,565.0,
chr4,11073844,11074659,,815.0,295.0
chr4,11118163,11118790,,,398.0
chr4,11648112,11649171,434.0,1048.0,
chr4,11827089,11827683,,594.0,
chr4,15913425,15914027,391.0,,
chr4,16090409,16091629,,,546.0
chr4,19496169,19497483,,534.0,
chr4,21693774,21694610,,,737.0
chr4,24824668,24826056,,,129.0
chr4,32142064,32142621,,,529.0
chr4,32213407,32214359,,796.0,
chr4,32235523,32236665,308.0,1129.0,
chr4,32325334,32325797,,,463.0
chr4,32335335,32335598,,,263.0
chr4,32336745,32338281,,1085.0,
chr4,32344730,32345727,476.0,714.0,
chr4,32350681,32351216,,535.0,
chr4,32367411,32367765,,354.0,
chr4,32368317,32368758,,441.0,
chr4,32374967,32375256,289.0,289.0,
chr4,32378394,32378877,483.0,483.0,
chr4,32422598,32423343,,745.0,
chr4,32430333,32431457,,1091.0,
chr4,32438191,32438724,,527.0,
chr4,32438794,32439188,,394.0,
chr4,32450400,32451085,,685.0,
chr4,32492258,32492491,,233.0,
chr4,32492552,32492819,,267.0,
chr4,32492981,32493289,,308.0,
chr4,32511257,32511578,,264.0,
chr4,33334433,33335068,,,409.0
chr4,33335264,33335911,,,647.0
chr4,33348452,33348704,,,252.0
chr4,34830076,34830492,,,416.0
chr4,35087560,35088227,,667.0,
chr4,40704487,40705210,,,200.0
chr4,40770776,40771206,,,289.0
chr4,40780347,40781291,,599.0,
chr4,40786166,40786851,502.0,,
chr4,40792539,40792911,,,110.0
chr4,40799865,40800269,,,88.0
chr4,41453943,41454318,,,353.0
chr4,43018655,43018912,,,257.0
chr4,43591354,43592239,,,613.0
chr4,44057502,44058163,,661.0,
chr4,44085287,44085981,338.0,,
chr4,44986319,44986733,301.0,,
chr4,44993998,44994723,,,21.0
chr4,45025001,45025938,,,731.0
chr4,45309753,45310246,330.0,,
chr4,46208726,46209480,,,351.0
chr4,46401701,46402601,412.0,,
chr4,46455354,46455864,351.0,,
chr4,46547963,46548452,,,489.0
chr4,46548584,46549258,,,71.0
chr4,46624142,46624416,,,274.0
chr4,47332456,47333134,372.0,,
chr4,48024808,48025533,,725.0,
chr4,48280519,48281244,,725.0,
chr4,48286361,48286626,,,121.0
chr4,53172686,53173087,,,317.0
chr4,55362099,55363224,,,1125.0
chr4,57287929,57288374,,,445.0
chr4,57318885,57319644,,759.0,
chr4,57319728,57320053,,325.0,
chr4,57928612,57928863,,,67.0
chr4,57929337,57929641,,,304.0
chr4,58947880,58948418,,,538.0
chr4,59015746,59016226,,,480.0
chr4,59343821,59344225,,,174.0
chr4,59344332,59344979,,,295.3333333333333
chr4,62290800,62291475,,675.0,
chr4,62322299,62323053,304.0,,
chr4,62342366,62342929,347.0,,
chr4,63060175,63060843,,668.0,
chr4,63223032,63223291,,,154.0
chr4,63256226,63256826,,,26.0
chr4,63503244,63503545,,301.0,
chr4,63559883,63560795,,909.0,
chr4,64158889,64159125,150.0,,236.0
chr4,70039055,70039363,306.0,,308.0
chr4,70112783,70113358,,,251.0
chr4,71859997,71860443,,,296.5
chr4,73897194,73898778,330.0,,
chr4,82494709,82495138,,429.0,
chr4,82973336,82974523,,1187.0,
chr4,83000703,83001033,,330.0,
chr4,83063294,83064123,319.0,,
chr4,87656297,87656851,356.0,,
chr4,88367706,88368665,,,714.0
chr4,88555480,88555872,,,41.0
chr4,88689867,88690292,,425.0,
chr4,88791216,88791728,,,512.0
chr4,88823752,88824374,,622.0,
chr4,94827631,94828577,,,650.0
chr4,97438690,97439550,,,860.0
chr4,100889400,100890067,,667.0,667.0
chr4,100964647,100966194,,,648.0
chr4,101029903,101030449,,,458.0
chr4,102191397,102191628,220.0,,
chr4,102241537,102242117,,580.0,
chr4,102242533,102243517,,645.0,530.0
chr4,102280261,102281066,,624.0,
chr4,102384172,102384816,399.0,644.0,
chr4,102887836,102888259,,,423.0
chr4,106262752,106263239,,,285.0
chr4,106466785,106467383,465.0,,
chr4,106582798,106583210,,,412.0
chr4,108022404,108023117,678.0,,
chr4,108128653,108128869,,,124.0
chr4,108133111,108133666,,,469.0
chr4,108775190,108775603,,413.0,
chr4,108775843,108776169,,102.0,
chr4,108809450,108809723,,273.0,
chr4,114748096,114748566,,,378.0
chr4,116136572,116137342,,,607.0
chr4,116323592,116324581,,,120.0
chr4,116854747,116855530,496.0,,
chr4,117150775,117151022,247.0,,
chr4,118788887,118789249,,,362.0
chr4,119405945,119406642,,,401.0
chr4,120488181,120488762,,,581.0
chr4,120647338,120648448,,906.0,772.0
chr4,120659128,120659538,410.0,,
chr4,120674911,120675585,,,445.0
chr4,120696564,120696845,,,281.0
chr4,122550247,122550652,405.0,,
