,chr,start,end,bp_overlap,bed
1244,chr16,23984816,23985424,230,Treg_Foxp3_all
1245,chr16,24151200,24152336,1136,Treg_Foxp3_all
1246,chr16,24629189,24630049,851,Treg_Foxp3_all
1247,chr16,24704298,24704864,566,Treg_Foxp3_all
1248,chr16,24910485,24911279,709,Treg_Foxp3_all
1249,chr16,25485119,25485402,283,Treg_Foxp3_all
1250,chr16,27387715,27388665,950,Treg_Foxp3_all
1251,chr16,27401156,27401368,212,Treg_Foxp3_all
1252,chr16,27401724,27402148,424,Treg_Foxp3_all
1253,chr16,32750478,32751567,943,Treg_Foxp3_all
1254,chr16,33708088,33708622,534,Treg_Foxp3_all
1255,chr16,33776820,33777175,201,Treg_Foxp3_all
1256,chr16,36476802,36477443,641,Treg_Foxp3_all
1257,chr16,36684092,36684943,851,Treg_Foxp3_all
1258,chr16,43664009,43664865,856,Treg_Foxp3_all
1259,chr16,45251941,45252564,623,Treg_Foxp3_all
1260,chr16,45389886,45390256,25,Treg_Foxp3_all
1261,chr16,45998282,45998810,528,Treg_Foxp3_all
1262,chr16,49774759,49775041,282,Treg_Foxp3_all
1263,chr16,49775237,49775562,325,Treg_Foxp3_all
1264,chr16,49790860,49791531,671,Treg_Foxp3_all
1265,chr16,49796990,49797383,393,Treg_Foxp3_all
1266,chr16,49888032,49888754,410,Treg_Foxp3_all
1267,chr16,49935943,49936897,954,Treg_Foxp3_all
1268,chr16,49969972,49970964,824,Treg_Foxp3_all
1269,chr16,49982338,49982627,289,Treg_Foxp3_all
1270,chr16,50070498,50071044,546,Treg_Foxp3_all
1271,chr16,50299074,50299281,207,Treg_Foxp3_all
1272,chr16,51675086,51675695,609,Treg_Foxp3_all
1273,chr16,51690706,51691485,779,Treg_Foxp3_all
1274,chr16,51704979,51705844,865,Treg_Foxp3_all
1275,chr16,51878463,51878758,295,Treg_Foxp3_all
1276,chr16,52060370,52060787,85,Treg_Foxp3_all
1277,chr16,52061131,52061664,519,Treg_Foxp3_all
1278,chr16,52094767,52096129,1159,Treg_Foxp3_all
1279,chr16,52142962,52143614,614,Treg_Foxp3_all
1280,chr16,52147280,52147955,675,Treg_Foxp3_all
1281,chr16,52292480,52293145,665,Treg_Foxp3_all
1282,chr16,55636577,55637460,883,Treg_Foxp3_all
1283,chr16,55754250,55755151,901,Treg_Foxp3_all
1284,chr16,55770429,55770860,431,Treg_Foxp3_all
1285,chr16,58689830,58690171,102,Treg_Foxp3_all
1286,chr16,58690451,58690962,511,Treg_Foxp3_all
1287,chr16,58701872,58702523,651,Treg_Foxp3_all
1288,chr16,59469621,59470096,475,Treg_Foxp3_all
1289,chr16,75920975,75921590,615,Treg_Foxp3_all
1290,chr16,78490340,78491481,506,Treg_Foxp3_all
1291,chr16,84621299,84622204,905,Treg_Foxp3_all
1292,chr16,84680916,84681163,247,Treg_Foxp3_all
1293,chr16,84682333,84682719,386,Treg_Foxp3_all
1294,chr16,84713332,84714549,1217,Treg_Foxp3_all
1295,chr16,89848979,89849785,806,Treg_Foxp3_all
1296,chr16,91056606,91057154,548,Treg_Foxp3_all
1297,chr16,91533259,91534510,1251,Treg_Foxp3_all
1298,chr16,92620943,92621628,685,Treg_Foxp3_all
1299,chr16,92748484,92748925,441,Treg_Foxp3_all
1300,chr16,92825725,92826725,1000,Treg_Foxp3_all
1301,chr16,93798939,93799275,336,Treg_Foxp3_all
1302,chr16,95970833,95972294,1355,Treg_Foxp3_all
1303,chr16,97623360,97623734,374,Treg_Foxp3_all
1304,chr16,97623979,97624237,76,Treg_Foxp3_all
1305,chr17,8081868,8082227,359,Treg_Foxp3_all
1306,chr17,8132397,8132891,494,Treg_Foxp3_all
1307,chr17,12358203,12358705,502,Treg_Foxp3_all
1308,chr17,12398439,12398964,419,Treg_Foxp3_all
1309,chr17,12976001,12976593,592,Treg_Foxp3_all
1310,chr17,21600358,21601046,688,Treg_Foxp3_all
1311,chr17,29530401,29531009,608,Treg_Foxp3_all
1312,chr17,29531061,29531483,422,Treg_Foxp3_all
1313,chr17,29565784,29566241,457,Treg_Foxp3_all
1314,chr17,29631115,29631546,431,Treg_Foxp3_all
1315,chr17,31967590,31967987,234,Treg_Foxp3_all
1316,chr17,35950564,35951041,477,Treg_Foxp3_all
1317,chr17,44693943,44694620,663,Treg_Foxp3_all
1318,chr17,44706027,44706936,909,Treg_Foxp3_all
1319,chr17,44791378,44792046,668,Treg_Foxp3_all
1320,chr17,45694887,45695446,559,Treg_Foxp3_all
1321,chr17,47668332,47668897,565,Treg_Foxp3_all
1322,chr17,51944593,51945024,398,Treg_Foxp3_all
1323,chr17,51952987,51954092,1051,Treg_Foxp3_all
1324,chr17,52043204,52043631,427,Treg_Foxp3_all
1325,chr17,52288384,52288875,491,Treg_Foxp3_all
1326,chr17,52301673,52302648,975,Treg_Foxp3_all
1327,chr17,52307572,52308320,748,Treg_Foxp3_all
1328,chr17,56612075,56612681,456,Treg_Foxp3_all
1329,chr17,57248142,57248642,500,Treg_Foxp3_all
1330,chr17,57333388,57334073,685,Treg_Foxp3_all
1331,chr17,66289079,66289593,514,Treg_Foxp3_all
1332,chr17,66460433,66461396,706,Treg_Foxp3_all
1333,chr17,71514451,71514651,200,Treg_Foxp3_all
1334,chr17,79698148,79698679,531,Treg_Foxp3_all
1335,chr17,80567151,80567664,513,Treg_Foxp3_all
1336,chr17,80900555,80900969,411,Treg_Foxp3_all
1337,chr17,81171757,81172459,702,Treg_Foxp3_all
1338,chr17,84732125,84732827,603,Treg_Foxp3_all
1339,chr17,84818715,84819648,933,Treg_Foxp3_all
1340,chr17,87250158,87250461,303,Treg_Foxp3_all
1341,chr17,87251834,87252404,570,Treg_Foxp3_all
1342,chr17,87518258,87518793,535,Treg_Foxp3_all
1343,chr17,88511189,88512071,882,Treg_Foxp3_all
1344,chr17,88512639,88513387,748,Treg_Foxp3_all
1345,chr18,4252129,4252711,582,Treg_Foxp3_all
1346,chr18,9393918,9394328,410,Treg_Foxp3_all
1347,chr18,12743372,12744014,642,Treg_Foxp3_all
1348,chr18,12769750,12770028,278,Treg_Foxp3_all
1349,chr18,12798930,12799489,559,Treg_Foxp3_all
1350,chr18,12801550,12802511,539,Treg_Foxp3_all
1351,chr18,24003500,24003726,226,Treg_Foxp3_all
1352,chr18,32723926,32724457,531,Treg_Foxp3_all
1353,chr18,33129373,33130431,1040,Treg_Foxp3_all
1354,chr18,38566826,38567518,692,Treg_Foxp3_all
1355,chr18,38600286,38600528,239,Treg_Foxp3_all
1356,chr18,50168561,50169022,461,Treg_Foxp3_all
1357,chr18,60659538,60660577,1039,Treg_Foxp3_all
1358,chr18,65478565,65478997,432,Treg_Foxp3_all
1359,chr18,65541166,65541972,727,Treg_Foxp3_all
1360,chr18,65638775,65639283,508,Treg_Foxp3_all
1361,chr18,75513062,75513781,695,Treg_Foxp3_all
1362,chr18,77311215,77311576,361,Treg_Foxp3_all
1363,chr18,80808507,80809198,691,Treg_Foxp3_all
1364,chr18,82648948,82649482,445,Treg_Foxp3_all
1365,chr18,82672985,82673698,691,Treg_Foxp3_all
1366,chr18,85043425,85044079,654,Treg_Foxp3_all
1367,chr19,10837897,10838599,702,Treg_Foxp3_all
1368,chr19,11127168,11127820,648,Treg_Foxp3_all
1369,chr19,11430139,11430742,603,Treg_Foxp3_all
1370,chr19,11454449,11454829,380,Treg_Foxp3_all
1371,chr19,11560136,11560634,498,Treg_Foxp3_all
1372,chr19,11566247,11566624,377,Treg_Foxp3_all
1373,chr19,11585837,11586226,389,Treg_Foxp3_all
1374,chr19,17339177,17339793,616,Treg_Foxp3_all
1375,chr19,17455051,17455444,393,Treg_Foxp3_all
1376,chr19,18673557,18673874,42,Treg_Foxp3_all
1377,chr19,21938010,21938601,591,Treg_Foxp3_all
1378,chr19,29260119,29260364,245,Treg_Foxp3_all
1379,chr19,29505167,29505367,200,Treg_Foxp3_all
1380,chr19,29505439,29506095,656,Treg_Foxp3_all
1381,chr19,29528366,29529135,769,Treg_Foxp3_all
1382,chr19,32539692,32540219,527,Treg_Foxp3_all
1383,chr19,33010141,33010494,353,Treg_Foxp3_all
1384,chr19,34373732,34374089,357,Treg_Foxp3_all
1385,chr19,34381058,34381791,733,Treg_Foxp3_all
1386,chr19,36449423,36450552,966,Treg_Foxp3_all
1387,chr19,36551592,36552043,451,Treg_Foxp3_all
1388,chr19,36552271,36552730,459,Treg_Foxp3_all
1389,chr19,40753166,40753926,468,Treg_Foxp3_all
1390,chr19,40754014,40754584,281,Treg_Foxp3_all
1391,chr19,41671584,41672402,649,Treg_Foxp3_all
1392,chr19,53387565,53388003,438,Treg_Foxp3_all
1393,chr19,53388266,53388984,718,Treg_Foxp3_all
1394,chr19,53497749,53498921,1172,Treg_Foxp3_all
1395,chr19,53499078,53499636,558,Treg_Foxp3_all
1396,chr19,53508449,53508867,418,Treg_Foxp3_all
1397,chr19,53515819,53516359,540,Treg_Foxp3_all
1398,chr19,53517550,53518204,654,Treg_Foxp3_all
1399,chr19,53535692,53536362,670,Treg_Foxp3_all
1400,chr19,53539058,53539777,719,Treg_Foxp3_all
1401,chr19,53554208,53554534,326,Treg_Foxp3_all
1402,chr19,53611125,53611564,439,Treg_Foxp3_all
1403,chr19,53613867,53614180,313,Treg_Foxp3_all
1404,chr19,53881642,53882374,732,Treg_Foxp3_all
1405,chr19,57191192,57191392,200,Treg_Foxp3_all
1406,chr2,3574825,3575700,875,Treg_Foxp3_all
1407,chr2,9788776,9789449,588,Treg_Foxp3_all
1408,chr2,11139711,11140221,510,Treg_Foxp3_all
1409,chr2,11538444,11538773,329,Treg_Foxp3_all
1410,chr2,11563991,11564636,645,Treg_Foxp3_all
1411,chr2,13478787,13479262,475,Treg_Foxp3_all
1412,chr2,13481510,13481728,218,Treg_Foxp3_all
1413,chr2,13640120,13640865,745,Treg_Foxp3_all
1414,chr2,18440705,18440968,263,Treg_Foxp3_all
1415,chr2,18585699,18585923,224,Treg_Foxp3_all
1416,chr2,26358389,26358791,402,Treg_Foxp3_all
1417,chr2,26359149,26359657,29,Treg_Foxp3_all
1418,chr2,28380700,28381229,529,Treg_Foxp3_all
1419,chr2,29517292,29517795,503,Treg_Foxp3_all
1420,chr2,30916595,30917318,723,Treg_Foxp3_all
1421,chr2,30917705,30918137,432,Treg_Foxp3_all
1422,chr2,30974445,30974822,377,Treg_Foxp3_all
1423,chr2,38327304,38327744,440,Treg_Foxp3_all
1424,chr2,38328312,38328844,532,Treg_Foxp3_all
1425,chr2,38391611,38392746,1099,Treg_Foxp3_all
1426,chr2,38391611,38392746,510,Treg_Foxp3_all
1427,chr2,44742264,44742471,207,Treg_Foxp3_all
1428,chr2,44742264,44742471,207,Treg_Foxp3_all
1429,chr2,52174671,52175101,430,Treg_Foxp3_all
1430,chr2,57090160,57091622,839,Treg_Foxp3_all
1431,chr2,57982001,57982747,746,Treg_Foxp3_all
1432,chr2,58036221,58036422,201,Treg_Foxp3_all
1433,chr2,58036490,58037021,531,Treg_Foxp3_all
1434,chr2,58046833,58047290,457,Treg_Foxp3_all
1435,chr2,60705374,60705765,391,Treg_Foxp3_all
1436,chr2,62297838,62298286,448,Treg_Foxp3_all
1437,chr2,68272646,68273007,361,Treg_Foxp3_all
1438,chr2,69832773,69833417,644,Treg_Foxp3_all
1439,chr2,69964806,69965266,459,Treg_Foxp3_all
1440,chr2,70683084,70683540,415,Treg_Foxp3_all
1441,chr2,73308195,73308797,602,Treg_Foxp3_all
1442,chr2,83535492,83536043,551,Treg_Foxp3_all
1443,chr2,90382830,90383322,492,Treg_Foxp3_all
1444,chr2,93264663,93265259,596,Treg_Foxp3_all
1445,chr2,101595726,101596854,1128,Treg_Foxp3_all
1446,chr2,101636659,101637484,640,Treg_Foxp3_all
1447,chr2,101637646,101638000,354,Treg_Foxp3_all
1448,chr2,102573211,102573747,536,Treg_Foxp3_all
1449,chr2,102652864,102653411,547,Treg_Foxp3_all
1450,chr2,102821606,102822126,520,Treg_Foxp3_all
1451,chr2,102838571,102838970,9,Treg_Foxp3_all
1452,chr2,102839145,102839771,585,Treg_Foxp3_all
1453,chr2,104688622,104689430,808,Treg_Foxp3_all
1454,chr2,104689655,104690387,67,Treg_Foxp3_all
1455,chr2,124558194,124558816,622,Treg_Foxp3_all
1456,chr2,127140134,127140659,525,Treg_Foxp3_all
1457,chr2,127159026,127159267,241,Treg_Foxp3_all
1458,chr2,127159990,127160193,203,Treg_Foxp3_all
1459,chr2,127742355,127742555,200,Treg_Foxp3_all
1460,chr2,127742611,127742938,327,Treg_Foxp3_all
1461,chr2,128218053,128218507,454,Treg_Foxp3_all
1462,chr2,128277224,128277731,507,Treg_Foxp3_all
1463,chr2,128325275,128325929,654,Treg_Foxp3_all
1464,chr2,131249290,131249638,297,Treg_Foxp3_all
1465,chr2,151798997,151800245,792,Treg_Foxp3_all
1466,chr2,152651499,152651859,360,Treg_Foxp3_all
1467,chr2,152656162,152657569,430,Treg_Foxp3_all
1468,chr2,153117963,153118315,352,Treg_Foxp3_all
1469,chr2,154483448,154483998,550,Treg_Foxp3_all
1470,chr2,156944656,156945198,542,Treg_Foxp3_all
1471,chr2,156973280,156973890,610,Treg_Foxp3_all
1472,chr2,157979814,157980340,526,Treg_Foxp3_all
1473,chr2,165278456,165279257,718,Treg_Foxp3_all
1474,chr2,165703464,165703741,277,Treg_Foxp3_all
1475,chr2,167176975,167177297,322,Treg_Foxp3_all
1476,chr2,167188809,167189226,409,Treg_Foxp3_all
1477,chr2,170117737,170117956,219,Treg_Foxp3_all
1478,chr2,172226608,172226841,233,Treg_Foxp3_all
1479,chr2,173100463,173101176,300,Treg_Foxp3_all
1480,chr2,173277504,173278124,619,Treg_Foxp3_all
1481,chr2,173295134,173295801,667,Treg_Foxp3_all
1482,chr2,181218166,181218828,469,Treg_Foxp3_all
1483,chr3,9153635,9154071,436,Treg_Foxp3_all
1484,chr3,9154139,9154669,103,Treg_Foxp3_all
1485,chr3,21024829,21025697,868,Treg_Foxp3_all
1486,chr3,21783263,21783550,287,Treg_Foxp3_all
1487,chr3,21860154,21861078,595,Treg_Foxp3_all
1488,chr3,21864477,21864894,417,Treg_Foxp3_all
1489,chr3,21886536,21887518,982,Treg_Foxp3_all
1490,chr3,27318630,27319288,581,Treg_Foxp3_all
1491,chr3,30959787,30960926,1038,Treg_Foxp3_all
1492,chr3,30994488,30994783,295,Treg_Foxp3_all
1493,chr3,35663652,35664209,460,Treg_Foxp3_all
1494,chr3,37024623,37025396,773,Treg_Foxp3_all
1495,chr3,37027273,37027541,268,Treg_Foxp3_all
1496,chr3,37072189,37072621,432,Treg_Foxp3_all
1497,chr3,37172005,37172524,98,Treg_Foxp3_all
1498,chr3,37179920,37180130,210,Treg_Foxp3_all
1499,chr3,37212222,37212826,604,Treg_Foxp3_all
1500,chr3,37553027,37553808,495,Treg_Foxp3_all
1501,chr3,51505323,51505564,241,Treg_Foxp3_all
1502,chr3,51548973,51549483,510,Treg_Foxp3_all
1503,chr3,52302368,52303249,789,Treg_Foxp3_all
1504,chr3,52594944,52595213,269,Treg_Foxp3_all
1505,chr3,52682055,52682678,623,Treg_Foxp3_all
1506,chr3,52685837,52686551,569,Treg_Foxp3_all
1507,chr3,52758475,52758960,485,Treg_Foxp3_all
1508,chr3,59026034,59026615,581,Treg_Foxp3_all
1509,chr3,78956842,78957582,691,Treg_Foxp3_all
1510,chr3,79056730,79057512,782,Treg_Foxp3_all
1511,chr3,83869657,83870207,550,Treg_Foxp3_all
1512,chr3,84482683,84483223,539,Treg_Foxp3_all
1513,chr3,84518891,84519612,721,Treg_Foxp3_all
1514,chr3,89035336,89035605,269,Treg_Foxp3_all
1515,chr3,93353862,93354306,444,Treg_Foxp3_all
1516,chr3,95562413,95562731,318,Treg_Foxp3_all
1517,chr3,95713271,95713658,387,Treg_Foxp3_all
1518,chr3,100362196,100362611,415,Treg_Foxp3_all
1519,chr3,100837578,100837896,318,Treg_Foxp3_all
1520,chr3,101084228,101084668,440,Treg_Foxp3_all
1521,chr3,103593728,103594350,622,Treg_Foxp3_all
1522,chr3,103594535,103594761,14,Treg_Foxp3_all
1523,chr3,103794571,103794927,332,Treg_Foxp3_all
1524,chr3,103795217,103795538,321,Treg_Foxp3_all
1525,chr3,105609692,105609969,277,Treg_Foxp3_all
1526,chr3,106588034,106588425,391,Treg_Foxp3_all
1527,chr3,106590909,106591891,982,Treg_Foxp3_all
1528,chr3,106634472,106635484,797,Treg_Foxp3_all
1529,chr3,106840749,106841920,901,Treg_Foxp3_all
1530,chr3,106883691,106884224,533,Treg_Foxp3_all
1531,chr3,108570449,108570649,200,Treg_Foxp3_all
1532,chr3,115378801,115379091,290,Treg_Foxp3_all
1533,chr3,126363142,126364036,894,Treg_Foxp3_all
1534,chr3,130860241,130860831,590,Treg_Foxp3_all
1535,chr3,133074665,133075191,526,Treg_Foxp3_all
1536,chr3,133245816,133246994,776,Treg_Foxp3_all
1537,chr3,135328567,135329294,573,Treg_Foxp3_all
1538,chr3,142159187,142159433,246,Treg_Foxp3_all
1539,chr3,142159525,142160737,554,Treg_Foxp3_all
1540,chr3,152575039,152576222,913,Treg_Foxp3_all
1541,chr4,8738050,8738689,639,Treg_Foxp3_all
1542,chr4,8765771,8766177,406,Treg_Foxp3_all
1543,chr4,8769890,8770467,577,Treg_Foxp3_all
1544,chr4,8855665,8856305,640,Treg_Foxp3_all
1545,chr4,8993493,8994043,550,Treg_Foxp3_all
1546,chr4,11015778,11016637,859,Treg_Foxp3_all
1547,chr4,11062402,11062967,565,Treg_Foxp3_all
1548,chr4,11073844,11074659,815,Treg_Foxp3_all
1549,chr4,11648112,11649171,1048,Treg_Foxp3_all
1550,chr4,11827089,11827683,594,Treg_Foxp3_all
1551,chr4,19496169,19497483,534,Treg_Foxp3_all
1552,chr4,32213407,32214359,796,Treg_Foxp3_all
1553,chr4,32235523,32236665,1129,Treg_Foxp3_all
1554,chr4,32336745,32338281,1085,Treg_Foxp3_all
1555,chr4,32344730,32345727,714,Treg_Foxp3_all
1556,chr4,32350681,32351216,535,Treg_Foxp3_all
1557,chr4,32367411,32367765,354,Treg_Foxp3_all
1558,chr4,32368317,32368758,441,Treg_Foxp3_all
1559,chr4,32374967,32375256,289,Treg_Foxp3_all
1560,chr4,32378394,32378877,483,Treg_Foxp3_all
1561,chr4,32422598,32423343,745,Treg_Foxp3_all
1562,chr4,32430333,32431457,1091,Treg_Foxp3_all
1563,chr4,32438191,32438724,527,Treg_Foxp3_all
1564,chr4,32438794,32439188,394,Treg_Foxp3_all
1565,chr4,32450400,32451085,685,Treg_Foxp3_all
1566,chr4,32492258,32492491,233,Treg_Foxp3_all
1567,chr4,32492552,32492819,267,Treg_Foxp3_all
1568,chr4,32492981,32493289,308,Treg_Foxp3_all
1569,chr4,32511257,32511578,264,Treg_Foxp3_all
1570,chr4,35087560,35088227,667,Treg_Foxp3_all
1571,chr4,40780347,40781291,599,Treg_Foxp3_all
1572,chr4,44057502,44058163,661,Treg_Foxp3_all
1573,chr4,48024808,48025533,725,Treg_Foxp3_all
1574,chr4,48280519,48281244,725,Treg_Foxp3_all
1575,chr4,57318885,57319644,759,Treg_Foxp3_all
1576,chr4,57319728,57320053,325,Treg_Foxp3_all
1577,chr4,62290800,62291475,675,Treg_Foxp3_all
1578,chr4,63060175,63060843,668,Treg_Foxp3_all
1579,chr4,63503244,63503545,301,Treg_Foxp3_all
1580,chr4,63559883,63560795,909,Treg_Foxp3_all
1581,chr4,82494709,82495138,429,Treg_Foxp3_all
1582,chr4,82973336,82974523,1187,Treg_Foxp3_all
1583,chr4,83000703,83001033,330,Treg_Foxp3_all
1584,chr4,88689867,88690292,425,Treg_Foxp3_all
1585,chr4,88823752,88824374,622,Treg_Foxp3_all
1586,chr4,100889400,100890067,667,Treg_Foxp3_all
1587,chr4,102241537,102242117,580,Treg_Foxp3_all
1588,chr4,102242533,102243517,645,Treg_Foxp3_all
1589,chr4,102280261,102281066,624,Treg_Foxp3_all
1590,chr4,102384172,102384816,644,Treg_Foxp3_all
1591,chr4,108775190,108775603,413,Treg_Foxp3_all
1592,chr4,108775843,108776169,102,Treg_Foxp3_all
1593,chr4,108809450,108809723,273,Treg_Foxp3_all
1594,chr4,120647338,120648448,906,Treg_Foxp3_all
1595,chr4,128709880,128710307,427,Treg_Foxp3_all
1596,chr4,128710483,128711189,370,Treg_Foxp3_all
1597,chr4,128712246,128712854,504,Treg_Foxp3_all
1598,chr4,131596049,131596627,578,Treg_Foxp3_all
1599,chr4,133176542,133177001,459,Treg_Foxp3_all
1600,chr4,133178278,133178720,442,Treg_Foxp3_all
1601,chr4,134759150,134759698,548,Treg_Foxp3_all
1602,chr4,135656392,135656885,493,Treg_Foxp3_all
1603,chr4,137197521,137198044,478,Treg_Foxp3_all
1604,chr4,139134825,139135304,479,Treg_Foxp3_all
1605,chr4,144767584,144768218,611,Treg_Foxp3_all
1606,chr4,144889878,144890619,741,Treg_Foxp3_all
1607,chr4,144931744,144932402,658,Treg_Foxp3_all
1608,chr4,146806117,146806448,331,Treg_Foxp3_all
1609,chr4,149031967,149032729,762,Treg_Foxp3_all
1610,chr4,149070377,149070638,261,Treg_Foxp3_all
1611,chr4,150182426,150183542,971,Treg_Foxp3_all
1612,chr4,150182426,150183542,525,Treg_Foxp3_all
1613,chr4,150298265,150299445,1180,Treg_Foxp3_all
1614,chr4,151494477,151495244,767,Treg_Foxp3_all
1615,chr4,154310632,154311263,547,Treg_Foxp3_all
1616,chr4,155395604,155396763,1159,Treg_Foxp3_all
1617,chr5,3152014,3152720,706,Treg_Foxp3_all
1618,chr5,3355718,3356401,683,Treg_Foxp3_all
1619,chr5,3463214,3463601,387,Treg_Foxp3_all
1620,chr5,23224575,23225345,770,Treg_Foxp3_all
1621,chr5,34538968,34539580,612,Treg_Foxp3_all
1622,chr5,53784743,53786153,1085,Treg_Foxp3_all
1623,chr5,53793505,53794344,839,Treg_Foxp3_all
1624,chr5,53800951,53801334,324,Treg_Foxp3_all
1625,chr5,53812085,53813047,796,Treg_Foxp3_all
1626,chr5,53881837,53882597,651,Treg_Foxp3_all
1627,chr5,53980107,53981094,261,Treg_Foxp3_all
1628,chr5,63249344,63250226,882,Treg_Foxp3_all
1629,chr5,64551222,64552741,708,Treg_Foxp3_all
1630,chr5,64762415,64762871,456,Treg_Foxp3_all
1631,chr5,67785172,67785716,463,Treg_Foxp3_all
1632,chr5,67786397,67787100,703,Treg_Foxp3_all
1633,chr5,93635279,93636106,806,Treg_Foxp3_all
1634,chr5,96630710,96631149,439,Treg_Foxp3_all
1635,chr5,97307819,97308520,701,Treg_Foxp3_all
1636,chr5,97345959,97346342,383,Treg_Foxp3_all
1637,chr5,97346464,97346905,441,Treg_Foxp3_all
1638,chr5,103805557,103806457,872,Treg_Foxp3_all
1639,chr5,103806827,103807150,36,Treg_Foxp3_all
1640,chr5,105734671,105734877,204,Treg_Foxp3_all
1641,chr5,105734963,105735711,748,Treg_Foxp3_all
1642,chr5,106043783,106044219,436,Treg_Foxp3_all
1643,chr5,107606239,107607035,796,Treg_Foxp3_all
1644,chr5,107693882,107694433,551,Treg_Foxp3_all
1645,chr5,108185097,108185535,438,Treg_Foxp3_all
1646,chr5,108206485,108206691,206,Treg_Foxp3_all
1647,chr5,111024405,111024851,446,Treg_Foxp3_all
1648,chr5,116161596,116162450,854,Treg_Foxp3_all
1649,chr5,122581076,122582170,1040,Treg_Foxp3_all
1650,chr5,122738489,122738746,257,Treg_Foxp3_all
1651,chr5,123398997,123399545,548,Treg_Foxp3_all
1652,chr5,124484465,124484967,502,Treg_Foxp3_all
1653,chr5,134745384,134746161,777,Treg_Foxp3_all
1654,chr5,147874764,147875958,802,Treg_Foxp3_all
1655,chr5,149210147,149211929,618,Treg_Foxp3_all
1656,chr5,149631614,149632437,823,Treg_Foxp3_all
1657,chr6,5247255,5248645,864,Treg_Foxp3_all
1658,chr6,8597856,8599125,630,Treg_Foxp3_all
1659,chr6,15678857,15679643,644,Treg_Foxp3_all
1660,chr6,15730157,15730384,227,Treg_Foxp3_all
1661,chr6,15742957,15743923,966,Treg_Foxp3_all
1662,chr6,17014838,17016650,1260,Treg_Foxp3_all
1663,chr6,29195711,29196410,130,Treg_Foxp3_all
1664,chr6,29196620,29196922,302,Treg_Foxp3_all
1665,chr6,29697807,29698129,322,Treg_Foxp3_all
1666,chr6,29698262,29698552,290,Treg_Foxp3_all
1667,chr6,29698735,29698950,129,Treg_Foxp3_all
1668,chr6,29788572,29788876,304,Treg_Foxp3_all
1669,chr6,31075451,31076013,562,Treg_Foxp3_all
1670,chr6,31076283,31077300,956,Treg_Foxp3_all
1671,chr6,31119426,31119626,200,Treg_Foxp3_all
1672,chr6,37771393,37772155,721,Treg_Foxp3_all
1673,chr6,41504236,41505195,959,Treg_Foxp3_all
1674,chr6,48682754,48683453,488,Treg_Foxp3_all
1675,chr6,48696763,48697299,211,Treg_Foxp3_all
1676,chr6,48697478,48697876,398,Treg_Foxp3_all
1677,chr6,48697478,48697876,398,Treg_Foxp3_all
1678,chr6,50343945,50344737,783,Treg_Foxp3_all
1679,chr6,51009753,51010556,755,Treg_Foxp3_all
1680,chr6,51237853,51238193,340,Treg_Foxp3_all
1681,chr6,59298745,59299126,381,Treg_Foxp3_all
1682,chr6,65474933,65475580,647,Treg_Foxp3_all
1683,chr6,65513890,65515060,995,Treg_Foxp3_all
1684,chr6,66894447,66894838,202,Treg_Foxp3_all
1685,chr6,67297791,67298546,755,Treg_Foxp3_all
1686,chr6,67317078,67317580,502,Treg_Foxp3_all
1687,chr6,67317704,67318354,120,Treg_Foxp3_all
1688,chr6,67349343,67350175,832,Treg_Foxp3_all
1689,chr6,70822061,70822604,527,Treg_Foxp3_all
1690,chr6,71291315,71291629,314,Treg_Foxp3_all
1691,chr6,72831202,72831887,685,Treg_Foxp3_all
1692,chr6,72904738,72905233,495,Treg_Foxp3_all
1693,chr6,86497904,86498402,498,Treg_Foxp3_all
1694,chr6,94611189,94611718,529,Treg_Foxp3_all
1695,chr6,94631194,94631997,803,Treg_Foxp3_all
1696,chr6,97243642,97244720,1078,Treg_Foxp3_all
1697,chr6,97260841,97261389,373,Treg_Foxp3_all
1698,chr6,99006972,99007482,510,Treg_Foxp3_all
1699,chr6,99210918,99211731,468,Treg_Foxp3_all
1700,chr6,99224469,99224988,519,Treg_Foxp3_all
1701,chr6,99259276,99259891,615,Treg_Foxp3_all
1702,chr6,99330132,99330533,401,Treg_Foxp3_all
1703,chr6,99383058,99383433,375,Treg_Foxp3_all
1704,chr6,108499107,108500013,906,Treg_Foxp3_all
1705,chr6,108503404,108503991,587,Treg_Foxp3_all
1706,chr6,108608138,108608672,534,Treg_Foxp3_all
1707,chr6,108622035,108622615,580,Treg_Foxp3_all
1708,chr6,112811807,112812316,509,Treg_Foxp3_all
1709,chr6,114854269,114854515,246,Treg_Foxp3_all
1710,chr6,114854859,114855209,350,Treg_Foxp3_all
1711,chr6,120061953,120062923,477,Treg_Foxp3_all
1712,chr6,122477424,122478109,685,Treg_Foxp3_all
1713,chr6,125433589,125433863,274,Treg_Foxp3_all
1714,chr6,127189784,127190964,1180,Treg_Foxp3_all
1715,chr6,129697067,129698156,1087,Treg_Foxp3_all
1716,chr6,134170192,134170801,609,Treg_Foxp3_all
1717,chr6,134202134,134202540,406,Treg_Foxp3_all
1718,chr6,134316482,134316834,352,Treg_Foxp3_all
1719,chr6,140462678,140463739,904,Treg_Foxp3_all
1720,chr6,140562041,140562670,629,Treg_Foxp3_all
1721,chr6,140563270,140563882,612,Treg_Foxp3_all
1722,chr6,140569117,140569427,310,Treg_Foxp3_all
1723,chr6,140656454,140657341,866,Treg_Foxp3_all
1724,chr6,142771640,142772288,618,Treg_Foxp3_all
